,Url,Title,Desc,img,tags,Candidate,unique_tags
10,"https://makerepo.com/PaulChuk/2089.testing
",Testing,Testing the web,"['Virtual Reality', 'GNG1103/GNG1503', 'HTC Vive']",,False,Mill
11,"https://makerepo.com/Kassy/2088.accessible-bluetooth-joystick
",Accessible Bluetooth Joystick,"<div>&nbsp;</div><div><br>Many Kids with disabilities affecting hand and arm movement find traditional computer mice difficult to use. The Point It! Joystick mouse, a rare Bluetooth joystick option, faces charging issues that the developer isn't addressing. Other joysticks lack Bluetooth connectivity, which is crucial for versatility across devices and platforms, or are not compact, making wheelchair mounting difficult.<br>Our task is to design a compact, Bluetooth-enabled joystick mouse, similar in size (12x12cm) and functionality to the Point It!, with reliable and easy recharging. It must be user-friendly for non-technical users, rugged, easy to clean.<br><br></div>",https://makerepo.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdE5lIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--d47d954164cd4391929ae7c7103e6d73cb338c63/Team.png,"['Course-related Projects / Projets reliés a des cours', 'GNG2101/GNG2501', ""uOttawa Team Projects / Projets d'équipes uOttawa"", '3D Printer', 'Mill', 'Soldering']",False,HTC Vive
12,"https://makerepo.com/LouisPhilippe/2087.gng2101z22cardmountdevice
",GNG2101-Z2.2-CardMountDevice,"<div><strong>Problem&nbsp;</strong></div><div>Design a device that can mount to an arm rest or wheelchair tray and can hold playing cards in place. It needs to be easily adjustable when reaching for cards and not block the communication board on the wheelchair tray. It needs to have an interchangeable interface for the user to hold up physical cards or a tablet. <br><br><strong>Solution</strong></div><div>We adapted a monitor arm using custom 3D printed mounts. These mounts are attached to the arm using the VESA screw patterns meant for computer screens. An acrylic sheet is attached to the 3D printed mount and can hold cards or a tablet. The monitor arm can swivel on 3-axis, support 30lbs and can go up and down. It is attached to the tray using a c-clamp. The aesthetics of the solution were customized based on the client's requests.<br><br><strong>Cost</strong></div><ul><li>35$ for a monitor arm</li><li>15$ for 450g of PLA</li><li>15$ for an acrylic sheet</li><li>10$ for miscellaneous hardware</li><li>5$* for stickers (not needed but client requested)</li></ul><div>Total= 75$ (or 80$ with custom aesthetics)</div><div><br><strong>Important Details / Struggles</strong></div><ol><li>Have access to FDM 3D printer</li><li>Include internal ribs in 3D parts to increase stiffness</li><li>Ensure parts have rounded corners to decrease print time from toolhead making sharp turns</li><li>Limit the use of overhangs so the quality of the print is better and the time to print is shorter (no supports needed)</li><li>Print knobs using material that doesn't crack when press fitting nuts, such as ASA or ABS</li><li>Bending the acrylic sheet is very difficult and requires access to a heat gun</li><li>The force of the springs in the monitor mount is meant for screens, so it is very strong when the weight of the attachment is low</li></ol>",https://makerepo.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdGRlIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--4ab29a6031106a080b69a775dd202ff3124089f1/Media.jfif,"['GNG2101/GNG2501', '3D Printer', 'Laser Cutter']",False,Vinyl cutter
13,"https://makerepo.com/jhort/2083.equibike-inclusive-bike-winter-2024
",EquiBike (Inclusive Bike - Winter 2024),"<div><br>The Equibike is a product designed to provide an affordable solution for wheelchair users to enjoy cycling on a standard bike. The Equibike was conceived with two primary objectives: (1) to be cost-effective compared to existing alternatives, and (2) to be universally compatible with most standard bikes.&nbsp;<br><br></div><div>The design of the Equibike also takes into account environmental considerations, with components sourced from repurposed materials. The Equibike comprises two main systems:&nbsp;</div><div><br></div><ol><li><strong>Mechanical System</strong>: This includes the ramp, floor, frame, attachment mechanism, and wheels.&nbsp;<br><br></li><li><strong>Electrical System</strong>: This is divided into two major subsystems - a communication system for the cyclist and wheelchair user, and a signal and brake light system.&nbsp;</li></ol><div><br>Overall, the Equibike aims to make bike rides an inclusive and enjoyable experience for wheelchair users.&nbsp;</div>",https://makerepo.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaE5lIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--8a350bfc1a3989b0f3dda1a681f99d31e35dd736/Action-shot.png,"['Course-related Projects / Projets reliés a des cours', '3D Printer', 'Arduino Microcontroller', 'Drill press', 'MIG welding', 'Soldering']",False,Laser cutter
14,"https://makerepo.com/UsmanSaleem/2082.robotic-plotter
",Robotic Plotter,<div>Project for Course Engineering Design</div>,https://makerepo.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbzVjIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--0ae5a982bf85bdd87f27e3083c3359e8575b1f42/EED5140%20%E2%80%94%20Robotic%20Plotter.jpg,"['Course-related Projects / Projets reliés a des cours', '3D Printer', 'Arduino Microcontroller']",False,Imprimante 3D
15,"https://makerepo.com/habib12345/2081.collabsquare
",CollabSquare,<div>Nous sommes 6 étudiants universitaires en ingénierie et nous avons pris en main le défi de créer un site web pour Services Partagés Canada. Nous leur avons élaborer un site web plus fluide et plus facile à utiliser tout en réduisant au maximum leur temps sur le site pour réserver leur place dans un des bureaux gouvernementaux à travers le Canada.&nbsp;</div>,https://makerepo.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcTVjIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--2ac5906ec5bc656312c41b5ac474a123f71fe3b6/584C5681-1FED-4C26-930E-5C8EA581A72C.JPG,['GNG1103/GNG1503'],False,Drill press
16,"https://makerepo.com/adrian446/2080.gng2101e22code-for-compassion
",GNG2101-E2.2-Code For Compassion,No desc,https://makerepo.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbkJiIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--9fd20d4a4e36fd04532b69603724b72763099771/IMG_6627.jpg,['GNG2101/GNG2501'],False,Embroidery and sewing
17,"https://makerepo.com/rchar077/2079.pollinisation-artificielle-gng1503
",Pollinisation artificielle - GNG1503,"<div>&nbsp;</div><div><br>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Le client a besoin d’un dispositif capable de poloniser toutes les fleurs d’une plante ou d’un conteneur en toute faciliter et sécurité, qui requiert le moins de main d’œuvre que possible, facile a installé et manipuler pour le client.&nbsp;<br><br></div><div><strong><br>&nbsp;</strong><br><br></div>",https://makerepo.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbVJiIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--3b3c90f93e6fbcefd78a6201df8af091e119940e/IMG_95FF99F444FE-1.jpeg,"['GNG1103/GNG1503', ""uOttawa Team Projects / Projets d'équipes uOttawa"", 'Arduino Microcontroller', '3D scanning', 'Laser Cutter']",False,Virtual Reality
18,"https://makerepo.com/zeenamelhem/2077.getjiggywithitco
",GetJiggyWithIt.co,<div>https://cad.onshape.com/documents/231cf9fd318f45d87c213de7/w/46dd57982cc447e9f668e872/e/63523bfedf8d1e971b7abfba?renderMode=0&amp;uiState=65fdd88e098d5070041f9dd4</div>,https://makerepo.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbHhiIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--e80e86590e32d621c20a791a9d735a25fcc57c0e/20240322_152358.jpg,"['GNG1103/GNG1503', '3D Printer', 'Laser Cutter']",False,Other Projects / Autres projets
19,"https://makerepo.com/WillHickey/2068.gng210121pooper-scooper
",GNG2101-2.1-Pooper Scooper,<div>We are tasked with designing a dog Pooper Scooper for our client who is faced with mobility issues. Our team has proposed a solution to attempt to solve the hand mobility issue faced by our client incorporating an electronic grabber and a novel bagging system to allow for easy clean up after the clients dog.&nbsp;</div>,https://makerepo.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBa3RiIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--47899e7dffbfe660eee309ad5479302a21d1e8f1/IMG_20240321_180730__01.jpg,"['GNG2101/GNG2501', '3D Printer']",False,Sheet Metal
20,"https://makerepo.com/simonboudria/2067.aquaflore
",AquaFlore,<div>&nbsp;Nous devons polliniser des fraises sans l'aide d'abeille et avec la moindre interaction humaine.&nbsp;<br><br>Énoncé du problème:<br>“Weston Family Foundation souhaite recevoir un produit qui pollinise les plantes de fraises sans l’aide d’abeille avec le moindre d’effort humaine. Ce projet va utiliser la pollinisation hydrophile.”&nbsp;</div>,https://makerepo.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBa2xiIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--a923f3d6ec761e7ab289c3ca63d2a782803e4251/design.jpg,['GNG1103/GNG1503'],False,GNG1103/GNG1503
21,"https://makerepo.com/bxuba05/2066.les-gardiens-du-pollen
",Les gardiens du pollen,"<div>Notre projet vise à créer un système de pollinisation artificielle autonome pour les fraises, permettant leur culture toute l'année avec un minimum d'entretien. Ce dispositif mécanique imite la pollinisation naturelle, optimisant la production hors saison sans intervention humaine fréquente, offrant une solution durable face aux défis de l'agriculture moderne.</div>",https://makerepo.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBa1piIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--de3e0fe7d74fa0dc3747117d832705a99dae1497/shema%20detaille%20livrable%20E.png,['GNG1103/GNG1503'],False,Course-related Projects / Projets reliés a des cours
22,"https://makerepo.com/PRINCE/2065.pollinisation-des-fraises
",Pollinisation des fraises,"<div>Conception d'un système automatisable&nbsp; permettant la pollinisation des fraises avec le moins de contact humain possible. Notre mot d'ordre : ""We're tough, we're ambitious and we know exactly what we want"".</div>",https://makerepo.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBa1JiIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--1ca20d310da28f71e92a7fff62dc5f7db032a70e/WIN_20240321_17_02_11_Pro.jpg,"['GNG1103/GNG1503', 'Arduino Microcontroller', 'Laser Cutter']",False,uOttawa Team Projects
23,"https://makerepo.com/graceijil/2064.robot-pollinisateur
",Robot pollinisateur,"<div>Nous sommes l'équipe FE23 ou simplement Robot Pollinisateur, nom qui résume la globalité de notre conception. Notre projet est un robot qui se déplace grâce à des roues et des rails le long de la rangée des fraises, sur la partie supérieure. Le robot est muni d'une brosse qui exerce le travail de pollinisation. Équipe composée de six personnes ayant des composantes différentes, nous sommes prêts à relever ce défi.</div>",https://makerepo.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBa0piIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--bbc285087fd0dae309b7c73f903160c61aefc028/IMG_4797.PNG,['GNG1103/GNG1503'],False,Mobile Development / Developpement Mobile
24,"https://makerepo.com/fbenh089/2062.souris-rductrice-de-tremblements-
",Souris réductrice de tremblements,"<ul><li>Contexte:</li></ul><div>&nbsp;Dans le cadre du cours GNG2501, notre objectif pour ce semestre est de <strong><em>concevoir une souris d’ordinateur à mobilité contrôlée pour les individus souffrant de tremblements, afin de faciliter l'exécution de tâches précises à l’écran</em></strong>. Notre produit sera simple, ergonomique et facilement manipulable.&nbsp;</div><ul><li>Solution :</li></ul><div>La souris améliorée intègre un système d<strong>e déploiement de pattes arrières</strong> , permettant une <strong><em>meilleure adhérence et stabilité</em></strong>. La fonctionnalité principale repose sur <strong>un capteur de force positionné entre les pattes</strong>, nécessitant une force minimale pour <em>activer la souris</em>. Le circuit de contrôle, basé sur Arduino, comporte <strong>des boutons associés à des niveaux de force définis </strong>par un code spécifique, empêchant l'activation de la souris si la force appliquée ne correspond pas au niveau sélectionné.<br><br></div>",https://makerepo.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBajViIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--f737d43ee7f3c0d7d9b3268e6cca327fd4611a13/mouse.jpg,"['Course-related Projects / Projets reliés a des cours', 'GNG2101/GNG2501', '3D Printer', 'Arduino Microcontroller', 'Laser Cutter', 'Soldering']",False,iPad
25,"https://makerepo.com/bbolt049/2057.switcheroos-magnose
",Switcheroos: Magnose,"<div>The Nintendo Switch joy-con controllers are not accessible to those with unique abilities, particularly users that can only interact with devices using their nose.<br><br>Prior designs have attempted external accessories that would adapt to the buttons on the controllers. However, the mechanical nature of these external adapters have created unnecessary force that made them difficult to use with the nose.<br><br>Therefore, this project strives to leverage the mechanics of the joy-con that already work for users by replacing the buttons with form factors that meet our client's needs.<br><br>The flat buttons, (plus, minus, home, screen capture), are not accessible. We have designed replacement buttons that are elevated to the same height as buttons that <em>are</em> already accessible so that there is parity in the user experience.<br><br>The back trigger buttons (L,R, ZL, ZR) are not reachable by our client. We have reverse-engineered these trigger buttons and have embedded magnets into them that make a bespoke lever component easier to interact with someone's nose. We use external magnets to allow the user to position these arms so that the ZL/ZR triggers can be held, which is helpful for accessing menus in our client's favourite games.<br><br>Course: GNG 2101<br>Group: 2.2</div>",https://makerepo.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcnhjIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--dfea8100d3e6bd946a6eed5b745dd3cf701497b4/magnose-system-high-resolution-logo.png,"['GNG2101/GNG2501', '3D Printer']",False,Handibot CNC Mill
26,"https://makerepo.com/nwadu015/2056.scoops
",Scoops,<div>We have been tasked to create a device which enables individuals in wheelchairs to easily clean up after their dogs' waste. This device requires minimal arm strength and has a great range to enhance user experience.</div>,https://makerepo.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbkZiIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--6feb77b5675bedc313d15ef0ab63f29fbc8bc48d/IMG_1943.jpeg,"['Course-related Projects / Projets reliés a des cours', 'GNG2101/GNG2501', ""uOttawa Team Projects / Projets d'équipes uOttawa"", '3D Printer', 'Arduino Microcontroller', 'Drill press', 'Laser Cutter', 'Soldering']",False,3D scanning
27,"https://makerepo.com/Sean2412/2055.rysing-tech
",Rysing Tech,<div>&nbsp;Hotdesking Harmony with Smart Navigation and Noise Detection Intelligence. All in one integrated website.&nbsp;</div>,https://makerepo.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaVJiIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--bddefa24b27520bd075c3faebeb5d4303d662ccb/Screenshot%202024-03-03%20224142.png,"['Course-related Projects / Projets reliés a des cours', 'GNG1103/GNG1503', 'Internet of Things / Internet des objets', 'Arduino Microcontroller']",False,Arduino Microcontroller
28,"https://makerepo.com/dmartial10/2054.gng2101e24shift-pager
",GNG2101-E2.4-Shift Pager,"<div>The client is the owner of a company whose purpose is to act as a network connecting workers to available shift positions in other corporations. The concern is that due to the excessive volume of notifications already received in general day-to-day life via cell phone, etc, the notification may be overlooked. The solution is thus to design a device with the sole purpose of receiving and responding to shift notifications. Cost is around $50-$100. General knowledge of PCB creation necessary.</div>",https://makerepo.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdVJhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--3646f5ccd1601e7d57145acc388856bce2a08b78/IMG_2192.jpeg,"['GNG2101/GNG2501', 'Internet of Things / Internet des objets', ""uOttawa Team Projects / Projets d'équipes uOttawa"", 'Wearable', '3D Printer', 'Arduino Microcontroller', 'PCB Machine']",False,TIG welding
29,"https://makerepo.com/ZacharieQuesnel/2053.kit-dhtellerie-de-bureau-nark-engineering-
",Kit d'hôtellerie de bureau - N_ARK Engineering,<div>Cette boîte est destinée à être un outil temporaire quotidien pour aider les employés à s'adapter à leur poste de travail. L'idée est d'avoir une boîte à chaque poste de travail équipée des outils nécessaires pour que tout employé puisse terminer sa journée avec un confort maximal. Cette boîte sera déverrouillée à l'aide d'un mot de passe unique qui vous sera envoyé par e-mail avec votre confirmation. Cela permet une réutilisation maximale et une sécurité accrue. Elle utilise ses systèmes de sécurité et d'identification pour permettre le mélange parfait entre la sécurité et l'utilité.<br><br></div>,https://makerepo.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdU5hIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--baea2bb501d06a0af05d111420ec4b2b082981f1/IMG_0093%203.jpg,"['Course-related Projects / Projets reliés a des cours', 'GNG1103/GNG1503', 'Arduino Microcontroller']",False,Other Projects
30,"https://makerepo.com/damoretto/2052.wcaguild
",W.C.A.Guild,"<div>Optimization of a local non-profit organization’s website UX with the goal of improving interactions between the client and users of the website. A focus on web accessibility principles and guidelines and user testing. <br><br>Video Presentation: <figure data-trix-attachment=""{&quot;contentType&quot;:&quot;image&quot;,&quot;height&quot;:16,&quot;href&quot;:&quot;https://uottawa-my.sharepoint.com/personal/radan086_uottawa_ca/_layouts/15/guestaccess.aspx?share=EYdc0Xo85n9BtzuIsXz-TLAB5Tzp8cc0x4WkgBZSU4zc2g&quot;,&quot;url&quot;:&quot;https://res-h3.public.cdn.office.net/assets/mail/file-icon/png/zip_16x16.png&quot;,&quot;width&quot;:16}"" data-trix-content-type=""image"" class=""attachment attachment--preview""><a href=""https://uottawa-my.sharepoint.com/personal/radan086_uottawa_ca/_layouts/15/guestaccess.aspx?share=EYdc0Xo85n9BtzuIsXz-TLAB5Tzp8cc0x4WkgBZSU4zc2g"" target=""_blank"" rel=""noopener noreferrer"" data-turbo=""false""><img src=""https://res-h3.public.cdn.office.net/assets/mail/file-icon/png/zip_16x16.png"" width=""16"" height=""16""><figcaption class=""attachment__caption""></figcaption></a></figure><a href=""https://uottawa-my.sharepoint.com/personal/radan086_uottawa_ca/_layouts/15/guestaccess.aspx?share=EYdc0Xo85n9BtzuIsXz-TLAB5Tzp8cc0x4WkgBZSU4zc2g"" target=""_blank"" rel=""noopener noreferrer"" data-turbo=""false"">GNG2101_WCAGuild_Presentation copy.mp4.zip</a></div>",https://makerepo.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZ2hkIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b535d672daf8d1d971eaf19419624a92f2079556/unnamed%20(6).jpg,['GNG2101/GNG2501'],False,Soldering
31,"https://makerepo.com/ChristopherO/2051.gng-1103group-7doomsdays-end
",GNG 1103-Group 7-Doomsdays' End,No desc,https://makerepo.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczliIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--4c821ceaf9ffe1230d63871c52129477052f1c10/Screenshot%202024-03-27%20at%2011.32.37%E2%80%AFAM.png,"['GNG1103/GNG1503', 'HTC Vive']",False,PCB Machine
32,"https://makerepo.com/d0ppler/2048.openuv-universal-vision
",OpenUV (Universal Vision),<div>A Camera Rotation System for the person that needs help with filming/vlogging with a camera. They might cannot hold the camera in common ways.&nbsp;</div>,https://makerepo.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdDVhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--c242d9c3d6422a1dac13b4c68e7f6636bde7b8a5/image.png,"['GNG2101/GNG2501', '3D Printer', 'Arduino Microcontroller']",False,Course-related Projects
33,"https://makerepo.com/TamiruB/2044.gng-1503-ff31-kit-dhotelerie-de-bureau
",GNG 1503 FF31 Kit d'hotelerie de bureau,"<div>L'équipe STEMB 31, composée d'ingénieurs de différentes disciplines, a été chargée par leur client, Service Partagé Canada, de résoudre un problème : faciliter la réservation et l'accessibilité des espaces de travail. Pour répondre à ce défi, l'équipe STEMB 31 a proposé le&nbsp; site GovRes. Le lien vers notre site est le suivant: <br>&nbsp;<a href=""https://valddnk5.wixstudio.io/my-site-5"" target=""_blank"" rel=""noopener noreferrer"" data-turbo=""false"">https://valddnk5.wixstudio.io/my-site-5</a>&nbsp;</div>",https://makerepo.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczFhIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--1af04556090098448934e976264875ded99ca764/photo%20site%20.png,"['Course-related Projects / Projets reliés a des cours', 'GNG1103/GNG1503']",False,GNG1103 / GNG1503
34,"https://makerepo.com/youssefRamli/2043.gng1503groupeff32usecowork
",GNG1503-GroupeFF32-USEcowork,"<div>&nbsp;Notre projet pour Service Canada vise à développer un système combinant une application logicielle et des solutions matérielles pour optimiser la gestion des espaces de travail. Cette innovation permettra une réservation efficace et intuitive des bureaux, améliorant ainsi la productivité, la collaboration et le confort des employés, afin d’offrir une expérience de travail améliorée.&nbsp;</div>",https://makerepo.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBc1phIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--c0425ce05b2cc2019cd6d84019dc12bc66053ad2/photo1.jpg.jpg,"['Course-related Projects / Projets reliés a des cours', 'GNG1103/GNG1503', 'iPad']",False,Perceuse
